Date,Time,Rep,Trt,Stress,Algae,Type,FO_Menupoint,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Fo,1:Fm,1:Fv/Fm,Comments
7/23/14,20:11:40,6,B,,Rivularia,FO,17,327,355,481,1,0.262,0.1,-,0.84,-,-,-,-,355,481,0.262,
7/23/14,20:11:59,6,B,,Rivularia,F,17,328,367,502,38,0.269,4.3,~366,0.84,0.993,-0.079,0.99,-0.042,355,481,0.262,
7/23/14,20:12:19,6,B,,Rivularia,F,17,329,376,506,101,0.257,10.9,~368,0.84,0.942,-0.095,0.922,-0.049,355,481,0.262,
7/23/14,20:12:38,6,B,,Rivularia,F,17,330,382,496,205,0.23,19.8,~363,0.84,0.857,-0.056,0.814,-0.03,355,481,0.262,
7/23/14,20:12:58,6,B,,Rivularia,F,17,331,377,470,331,0.198,27.5,~349,0.84,0.769,0.04,0.712,0.023,355,481,0.262,
7/23/14,20:13:18,6,B,,Rivularia,F,17,332,375,454,476,0.174,34.8,~340,0.84,0.693,0.095,0.628,0.059,355,481,0.262,
7/23/14,20:13:37,6,B,,Rivularia,F,17,333,371,438,638,0.153,41,~331,0.84,0.626,0.151,0.559,0.098,355,481,0.262,
7/23/14,20:13:57,6,B,,Rivularia,F,17,334,364,416,926,0.125,48.6,~318,0.84,0.531,0.222,0.464,0.156,355,481,0.262,
7/23/14,20:14:16,6,B,,Rivularia,F,17,335,354,395,1227,0.104,53.6,~306,0.84,0.461,0.294,0.398,0.218,355,481,0.262,
7/23/14,20:16:25,6,B,,Rivularia,FO,17,338,341,463,1,0.263,0.1,-,0.84,-,-,-,-,341,463,0.263,
7/23/14,20:16:43,6,B,,Rivularia,F,17,339,389,506,101,0.231,9.8,~364,0.84,0.824,-0.164,0.771,-0.085,341,463,0.263,
7/23/14,20:17:03,6,B,,Rivularia,F,17,340,399,504,205,0.208,17.9,~363,0.84,0.745,-0.156,0.678,-0.081,341,463,0.263,
7/23/14,20:17:22,6,B,,Rivularia,F,17,341,395,484,331,0.184,25.6,~352,0.84,0.674,-0.082,0.601,-0.043,341,463,0.263,
7/23/14,20:17:42,6,B,,Rivularia,F,17,342,394,470,476,0.162,32.4,~345,0.84,0.608,-0.025,0.532,-0.015,341,463,0.263,
7/23/14,20:18:02,6,B,,Rivularia,F,17,343,391,454,638,0.139,37.2,~336,0.84,0.534,0.033,0.459,0.02,341,463,0.263,
7/23/14,20:18:21,6,B,,Rivularia,F,17,344,387,437,926,0.114,44.3,~327,0.84,0.455,0.098,0.384,0.059,341,463,0.263,
7/23/14,20:18:41,6,B,,Rivularia,F,17,345,378,417,1227,0.094,48.4,~315,0.84,0.382,0.164,0.318,0.11,341,463,0.263,
7/23/14,17:47:35,2,C,,Rivularia,FO,17,89,394,498,1,0.209,0.1,-,0.84,-,-,-,-,394,498,0.209,
7/23/14,17:47:54,2,C,,Rivularia,F,17,90,435,577,38,0.246,3.9,~442,0.84,1.052,-0.298,1.069,-0.137,394,498,0.209,
7/23/14,17:48:14,2,C,,Rivularia,F,17,91,443,576,101,0.231,9.8,~441,0.84,0.985,-0.298,0.981,-0.135,394,498,0.209,
7/23/14,17:48:33,2,C,,Rivularia,F,17,92,439,560,205,0.216,18.6,~432,0.84,0.945,-0.231,0.93,-0.111,394,498,0.209,
7/23/14,17:48:53,2,C,,Rivularia,F,17,93,433,535,331,0.191,26.6,~417,0.84,0.864,-0.135,0.832,-0.069,394,498,0.209,
7/23/14,17:49:13,2,C,,Rivularia,F,17,94,428,516,476,0.171,34.2,~405,0.84,0.793,-0.067,0.75,-0.035,394,498,0.209,
7/23/14,17:49:32,2,C,,Rivularia,F,17,95,429,503,638,0.147,39.4,~397,0.84,0.698,-0.019,0.646,-0.01,394,498,0.209,
7/23/14,17:49:52,2,C,,Rivularia,F,17,96,422,483,926,0.126,49,~385,0.84,0.622,0.058,0.567,0.031,394,498,0.209,
7/23/14,17:50:11,2,C,,Rivularia,F,17,97,411,456,1227,0.099,51,~367,0.84,0.506,0.144,0.452,0.092,394,498,0.209,
7/23/14,18:28:12,3,E,,Rivularia,FO,17,164,476,654,1,0.272,0.1,-,0.84,-,-,-,-,476,654,0.272,
7/23/14,18:28:32,3,E,,Rivularia,F,17,165,506,692,38,0.269,4.3,~496,0.84,0.949,-0.101,0.93,-0.055,476,654,0.272,
7/23/14,18:28:52,3,E,,Rivularia,F,17,166,514,680,101,0.244,10.4,~490,0.84,0.874,-0.067,0.833,-0.038,476,654,0.272,
7/23/14,18:29:11,3,E,,Rivularia,F,17,167,509,654,205,0.222,19.1,~476,0.84,0.815,0,0.762,0,476,654,0.272,
7/23/14,18:29:31,3,E,,Rivularia,F,17,168,506,626,331,0.192,26.7,~461,0.84,0.727,0.073,0.662,0.045,476,654,0.272,
7/23/14,18:29:50,3,E,,Rivularia,F,17,169,497,597,476,0.168,33.6,~445,0.84,0.658,0.146,0.589,0.095,476,654,0.272,
7/23/14,18:30:10,3,E,,Rivularia,F,17,170,492,579,638,0.15,40.2,~435,0.84,0.604,0.191,0.534,0.13,476,654,0.272,
7/23/14,18:30:30,3,E,,Rivularia,F,17,171,482,547,926,0.119,46.3,~417,0.84,0.5,0.27,0.433,0.196,476,654,0.272,
7/23/14,18:30:49,3,E,,Rivularia,F,17,172,465,516,1227,0.099,51,~398,0.84,0.432,0.337,0.37,0.267,476,654,0.272,
7/23/14,17:22:16,1,F,,Rivularia,FO,17,46,394,528,1,0.254,0.1,-,0.84,-,-,-,-,394,528,0.254,
7/23/14,17:22:36,1,F,,Rivularia,F,17,47,405,526,38,0.23,3.7,~393,0.84,0.91,0.007,0.883,0.004,394,528,0.254,
7/23/14,17:22:55,1,F,,Rivularia,F,17,48,401,506,101,0.208,8.8,~382,0.84,0.847,0.075,0.807,0.043,394,528,0.254,
7/23/14,17:23:15,1,F,,Rivularia,F,17,49,401,496,205,0.192,16.5,~376,0.84,0.792,0.104,0.743,0.065,394,528,0.254,
7/23/14,17:23:35,1,F,,Rivularia,F,17,50,386,464,331,0.168,23.4,~357,0.84,0.729,0.201,0.674,0.138,394,528,0.254,
7/23/14,17:23:54,1,F,,Rivularia,F,17,51,383,449,476,0.147,29.4,~348,0.84,0.653,0.246,0.593,0.176,394,528,0.254,
7/23/14,17:24:14,1,F,,Rivularia,F,17,52,364,422,638,0.137,36.7,~332,0.84,0.644,0.328,0.587,0.251,394,528,0.254,
7/23/14,17:24:33,1,F,,Rivularia,F,17,53,360,405,926,0.111,43.2,~321,0.84,0.536,0.373,0.478,0.304,394,528,0.254,
7/23/14,17:24:53,1,F,,Rivularia,F,17,54,350,384,1227,0.089,45.9,~308,0.84,0.447,0.433,0.393,0.375,394,528,0.254,
7/23/14,19:49:45,5,G,,Rivularia,FO,17,316,538,699,1,0.23,0.1,-,0.84,-,-,-,-,538,699,0.23,
7/23/14,19:50:04,5,G,,Rivularia,F,17,317,553,727,38,0.239,3.8,~554,0.84,1.006,-0.075,1.008,-0.039,538,699,0.23,
7/23/14,19:50:24,5,G,,Rivularia,F,17,318,563,722,101,0.22,9.3,~552,0.84,0.935,-0.056,0.917,-0.032,538,699,0.23,
7/23/14,19:50:43,5,G,,Rivularia,F,17,319,564,701,205,0.195,16.8,~539,0.84,0.846,-0.006,0.809,-0.003,538,699,0.23,
7/23/14,19:51:03,5,G,,Rivularia,F,17,320,555,668,331,0.169,23.5,~519,0.84,0.758,0.075,0.709,0.046,538,699,0.23,
7/23/14,19:51:22,5,G,,Rivularia,F,17,321,546,642,476,0.15,30,~504,0.84,0.696,0.143,0.642,0.089,538,699,0.23,
7/23/14,19:51:42,5,G,,Rivularia,F,17,322,538,616,638,0.127,34,~487,0.84,0.605,0.199,0.548,0.135,538,699,0.23,
7/23/14,19:52:02,5,G,,Rivularia,F,17,323,528,588,926,0.102,39.7,~470,0.84,0.508,0.267,0.452,0.189,538,699,0.23,
7/23/14,19:52:21,5,G,,Rivularia,F,17,324,508,556,1227,0.086,44.3,~449,0.84,0.449,0.335,0.397,0.257,538,699,0.23,
7/23/14,19:26:40,5,A,,Rusty Cladophora,FO,17,265,771,2036,1,0.621,0.3,-,0.84,-,-,-,-,771,2036,0.621,
7/23/14,19:26:59,5,A,,Rusty Cladophora,F,17,266,837,1857,38,0.549,8.8,~744,0.84,0.916,0.12,0.814,0.096,771,2036,0.621,
7/23/14,19:27:19,5,A,,Rusty Cladophora,F,17,267,846,1526,101,0.446,18.9,~684,0.84,0.808,0.334,0.653,0.334,771,2036,0.621,
7/23/14,19:27:38,5,A,,Rusty Cladophora,F,17,268,821,1266,205,0.352,30.3,~627,0.84,0.696,0.495,0.532,0.608,771,2036,0.621,
7/23/14,19:27:58,5,A,,Rusty Cladophora,F,17,269,789,1089,331,0.275,38.2,~580,0.84,0.589,0.598,0.433,0.87,771,2036,0.621,
7/23/14,19:28:18,5,A,,Rusty Cladophora,F,17,270,742,978,476,0.241,48.2,~547,0.84,0.548,0.659,0.404,1.082,771,2036,0.621,
7/23/14,19:28:37,5,A,,Rusty Cladophora,F,17,271,719,895,638,0.197,52.8,~520,0.84,0.469,0.704,0.339,1.275,771,2036,0.621,
7/23/14,19:28:57,5,A,,Rusty Cladophora,F,17,272,701,826,926,0.151,58.7,~496,0.84,0.379,0.739,0.268,1.465,771,2036,0.621,
7/23/14,19:29:16,5,A,,Rusty Cladophora,F,17,273,680,772,1227,0.119,61.3,~476,0.84,0.311,0.766,0.218,1.637,771,2036,0.621,
7/23/14,17:05:17,1,B,,Rusty Cladophora,FO,17,12,913,2076,1,0.56,0.2,-,0.84,-,-,-,-,913,2076,0.56,
7/23/14,17:05:36,1,B,,Rusty Cladophora,F,17,13,1132,1637,101,0.308,13.1,~817,0.84,0.616,0.295,0.445,0.268,913,2076,0.56,
7/23/14,17:05:56,1,B,,Rusty Cladophora,F,17,14,1039,1377,205,0.245,21.1,~746,0.84,0.536,0.457,0.385,0.508,913,2076,0.56,
7/23/14,17:06:15,1,B,,Rusty Cladophora,F,17,15,982,1210,331,0.188,26.1,~694,0.84,0.442,0.556,0.312,0.716,913,2076,0.56,
7/23/14,17:06:35,1,B,,Rusty Cladophora,F,17,16,940,1122,476,0.162,32.4,~665,0.84,0.398,0.607,0.282,0.85,913,2076,0.56,
7/23/14,17:06:54,1,B,,Rusty Cladophora,F,17,17,916,1059,638,0.135,36.2,~642,0.84,0.343,0.641,0.24,0.96,913,2076,0.56,
7/23/14,17:07:14,1,B,,Rusty Cladophora,F,17,18,920,1018,926,0.096,37.3,~627,0.84,0.251,0.664,0.171,1.039,913,2076,0.56,
7/23/14,17:07:34,1,B,,Rusty Cladophora,F,17,19,907,978,1227,0.073,37.6,~611,0.84,0.193,0.684,0.13,1.123,913,2076,0.56,
7/23/14,17:07:53,1,B,,Rusty Cladophora,F,17,20,892,932,1843,0.043,33.3,~593,0.84,0.118,0.709,0.078,1.227,913,2076,0.56,
7/23/14,20:21:40,6,C,,Rusty Cladophora,FO,17,348,533,1340,1,0.602,0.3,-,0.84,-,-,-,-,533,1340,0.602,
7/23/14,20:21:59,6,C,,Rusty Cladophora,F,17,349,689,1084,101,0.364,15.4,~487,0.84,0.662,0.26,0.468,0.236,533,1340,0.602,
7/23/14,20:22:19,6,C,,Rusty Cladophora,F,17,350,614,896,205,0.315,27.1,~445,0.84,0.625,0.441,0.453,0.496,533,1340,0.602,
7/23/14,20:22:38,6,C,,Rusty Cladophora,F,17,351,548,730,331,0.249,34.6,~400,0.84,0.552,0.591,0.403,0.836,533,1340,0.602,
7/23/14,20:22:58,6,C,,Rusty Cladophora,F,17,352,504,644,476,0.217,43.4,~373,0.84,0.517,0.664,0.383,1.081,533,1340,0.602,
7/23/14,20:23:17,6,C,,Rusty Cladophora,F,17,353,477,580,638,0.178,47.7,~350,0.84,0.448,0.715,0.329,1.31,533,1340,0.602,
7/23/14,20:23:37,6,C,,Rusty Cladophora,F,17,354,467,540,926,0.135,52.5,~335,0.84,0.356,0.746,0.255,1.481,533,1340,0.602,
7/23/14,20:23:57,6,C,,Rusty Cladophora,F,17,355,462,516,1227,0.105,54.1,~326,0.84,0.284,0.765,0.2,1.597,533,1340,0.602,
7/23/14,20:24:16,6,C,,Rusty Cladophora,F,17,356,456,492,1843,0.073,56.5,~316,0.84,0.205,0.782,0.142,1.724,533,1340,0.602,
7/23/14,18:23:17,3,D,,Rusty Cladophora,FO,17,154,567,1360,1,0.583,0.2,-,0.84,-,-,-,-,567,1360,0.583,
7/23/14,18:23:36,3,D,,Rusty Cladophora,F,17,155,625,1174,38,0.468,7.5,~532,0.84,0.855,0.19,0.728,0.158,567,1360,0.583,
7/23/14,18:23:56,3,D,,Rusty Cladophora,F,17,156,577,890,101,0.352,14.9,~465,0.84,0.736,0.464,0.593,0.528,567,1360,0.583,
7/23/14,18:24:15,3,D,,Rusty Cladophora,F,17,157,546,730,205,0.252,21.7,~417,0.84,0.588,0.605,0.449,0.863,567,1360,0.583,
7/23/14,18:24:35,3,D,,Rusty Cladophora,F,17,158,516,631,331,0.182,25.3,~383,0.84,0.464,0.687,0.344,1.155,567,1360,0.583,
7/23/14,18:24:55,3,D,,Rusty Cladophora,F,17,159,492,575,476,0.144,28.8,~361,0.84,0.388,0.73,0.285,1.365,567,1360,0.583,
7/23/14,18:25:14,3,D,,Rusty Cladophora,F,17,160,474,535,638,0.114,30.5,~345,0.84,0.321,0.76,0.234,1.542,567,1360,0.583,
7/23/14,18:25:34,3,D,,Rusty Cladophora,F,17,161,466,505,926,0.077,29.9,~332,0.84,0.225,0.782,0.16,1.693,567,1360,0.583,
7/23/14,18:25:53,3,D,,Rusty Cladophora,F,17,162,452,479,1227,0.056,28.9,~321,0.84,0.171,0.801,0.121,1.839,567,1360,0.583,
7/23/14,17:52:57,2,E,,Rusty Cladophora,FO,17,100,851,1709,1,0.502,0.2,-,0.84,-,-,-,-,851,1709,0.502,
7/23/14,17:53:15,2,E,,Rusty Cladophora,F,17,101,875,1561,38,0.439,7,~813,0.84,0.917,0.128,0.852,0.095,851,1709,0.502,
7/23/14,17:53:35,2,E,,Rusty Cladophora,F,17,102,861,1402,101,0.386,16.4,~767,0.84,0.852,0.26,0.759,0.219,851,1709,0.502,
7/23/14,17:53:55,2,E,,Rusty Cladophora,F,17,103,796,1187,205,0.329,28.3,~698,0.84,0.8,0.43,0.702,0.44,851,1709,0.502,
7/23/14,17:54:14,2,E,,Rusty Cladophora,F,17,104,784,1047,331,0.251,34.9,~647,0.84,0.658,0.534,0.543,0.632,851,1709,0.502,
7/23/14,17:54:34,2,E,,Rusty Cladophora,F,17,105,776,993,476,0.219,43.8,~626,0.84,0.591,0.572,0.477,0.721,851,1709,0.502,
7/23/14,17:54:53,2,E,,Rusty Cladophora,F,17,106,738,900,638,0.18,48.2,~588,0.84,0.519,0.636,0.414,0.899,851,1709,0.502,
7/23/14,17:55:13,2,E,,Rusty Cladophora,F,17,107,722,828,926,0.128,49.8,~556,0.84,0.39,0.683,0.3,1.064,851,1709,0.502,
7/23/14,17:55:33,2,E,,Rusty Cladophora,F,17,108,682,755,1227,0.097,50,~522,0.84,0.313,0.728,0.24,1.264,851,1709,0.502,
7/23/14,19:16:37,4,G,,Rusty Cladophora,FO,17,254,790,1851,1,0.573,0.2,-,0.84,-,-,-,-,790,1851,0.573,
7/23/14,19:16:55,4,G,,Rusty Cladophora,F,17,255,842,1684,38,0.5,8,~758,0.84,0.909,0.127,0.818,0.099,790,1851,0.573,
7/23/14,19:17:15,4,G,,Rusty Cladophora,F,17,256,754,1265,101,0.404,17.1,~660,0.84,0.845,0.43,0.74,0.463,790,1851,0.573,
7/23/14,19:17:34,4,G,,Rusty Cladophora,F,17,257,703,1010,205,0.304,26.2,~583,0.84,0.719,0.598,0.596,0.833,790,1851,0.573,
7/23/14,19:17:54,4,G,,Rusty Cladophora,F,17,258,661,862,331,0.233,32.4,~530,0.84,0.605,0.687,0.485,1.147,790,1851,0.573,
7/23/14,19:18:14,4,G,,Rusty Cladophora,F,17,259,627,777,476,0.193,38.6,~497,0.84,0.536,0.736,0.425,1.382,790,1851,0.573,
7/23/14,19:18:33,4,G,,Rusty Cladophora,F,17,260,690,817,638,0.155,41.5,~513,0.84,0.418,0.713,0.311,1.266,790,1851,0.573,
7/23/14,19:18:53,4,G,,Rusty Cladophora,F,17,261,677,765,926,0.115,44.7,~492,0.84,0.322,0.743,0.234,1.42,790,1851,0.573,
7/23/14,19:19:12,4,G,,Rusty Cladophora,F,17,262,666,728,1227,0.085,43.8,~476,0.84,0.246,0.762,0.176,1.543,790,1851,0.573,
7/23/14,17:35:26,2,A,,Yellow Cladophora,FO,17,66,514,1230,1,0.582,0.2,-,0.84,-,-,-,-,514,1230,0.582,
7/23/14,17:35:46,2,A,,Yellow Cladophora,F,17,67,564,1134,38,0.503,8,~496,0.84,0.893,0.109,0.785,0.085,514,1230,0.582,
7/23/14,17:36:05,2,A,,Yellow Cladophora,F,17,68,541,916,101,0.409,17.3,~450,0.84,0.805,0.349,0.67,0.343,514,1230,0.582,
7/23/14,17:36:25,2,A,,Yellow Cladophora,F,17,69,543,800,205,0.321,27.6,~420,0.84,0.676,0.469,0.523,0.538,514,1230,0.582,
7/23/14,17:36:44,2,A,,Yellow Cladophora,F,17,70,521,695,331,0.25,34.8,~389,0.84,0.569,0.573,0.425,0.77,514,1230,0.582,
7/23/14,17:37:04,2,A,,Yellow Cladophora,F,17,71,505,634,476,0.203,40.6,~369,0.84,0.487,0.63,0.356,0.94,514,1230,0.582,
7/23/14,17:37:24,2,A,,Yellow Cladophora,F,17,72,537,635,638,0.154,41.3,~369,0.84,0.368,0.628,0.253,0.937,514,1230,0.582,
7/23/14,17:37:43,2,A,,Yellow Cladophora,F,17,73,515,581,926,0.114,44.3,~350,0.84,0.286,0.677,0.194,1.117,514,1230,0.582,
7/23/14,17:38:03,2,A,,Yellow Cladophora,F,17,74,491,538,1227,0.087,44.8,~334,0.84,0.23,0.715,0.156,1.286,514,1230,0.582,
7/23/14,18:50:20,4,B,,Yellow Cladophora,FO,17,204,627,1517,1,0.587,0.2,-,0.84,-,-,-,-,627,1517,0.587,
7/23/14,18:50:39,4,B,,Yellow Cladophora,F,17,205,652,1252,38,0.479,7.6,~577,0.84,0.889,0.242,0.787,0.212,627,1517,0.587,
7/23/14,18:50:59,4,B,,Yellow Cladophora,F,17,206,618,991,101,0.376,15.9,~514,0.84,0.782,0.464,0.65,0.531,627,1517,0.587,
7/23/14,18:51:18,4,B,,Yellow Cladophora,F,17,207,587,818,205,0.282,24.3,~463,0.84,0.651,0.601,0.513,0.855,627,1517,0.587,
7/23/14,18:51:38,4,B,,Yellow Cladophora,F,17,208,563,709,331,0.206,28.6,~426,0.84,0.516,0.682,0.39,1.14,627,1517,0.587,
7/23/14,18:51:58,4,B,,Yellow Cladophora,F,17,209,538,646,476,0.167,33.4,~403,0.84,0.444,0.727,0.333,1.348,627,1517,0.587,
7/23/14,18:52:17,4,B,,Yellow Cladophora,F,17,210,520,601,638,0.135,36.2,~385,0.84,0.375,0.757,0.278,1.524,627,1517,0.587,
7/23/14,18:52:37,4,B,,Yellow Cladophora,F,17,211,513,568,926,0.097,37.7,~371,0.84,0.279,0.779,0.202,1.671,627,1517,0.587,
7/23/14,18:52:56,4,B,,Yellow Cladophora,F,17,212,502,543,1227,0.076,39.2,~360,0.84,0.224,0.794,0.161,1.794,627,1517,0.587,
7/23/14,19:36:43,5,C,,Yellow Cladophora,FO,17,286,509,1153,1,0.559,0.2,-,0.84,-,-,-,-,509,1153,0.559,
7/23/14,19:37:03,5,C,,Yellow Cladophora,F,17,287,547,1033,38,0.47,7.5,~484,0.84,0.885,0.148,0.783,0.116,509,1153,0.559,
7/23/14,19:37:22,5,C,,Yellow Cladophora,F,17,288,546,821,101,0.335,14.2,~432,0.84,0.707,0.396,0.559,0.404,509,1153,0.559,
7/23/14,19:37:42,5,C,,Yellow Cladophora,F,17,289,517,679,205,0.239,20.6,~389,0.84,0.559,0.55,0.421,0.698,509,1153,0.559,
7/23/14,19:38:02,5,C,,Yellow Cladophora,F,17,290,492,594,331,0.172,23.9,~360,0.84,0.436,0.637,0.319,0.941,509,1153,0.559,
7/23/14,19:38:21,5,C,,Yellow Cladophora,F,17,291,469,544,476,0.138,27.6,~341,0.84,0.369,0.685,0.268,1.119,509,1153,0.559,
7/23/14,19:38:41,5,C,,Yellow Cladophora,F,17,292,447,499,638,0.104,27.9,~322,0.84,0.294,0.725,0.212,1.311,509,1153,0.559,
7/23/14,19:39:00,5,C,,Yellow Cladophora,F,17,293,436,472,926,0.076,29.6,~311,0.84,0.224,0.75,0.16,1.443,509,1153,0.559,
7/23/14,19:39:20,5,C,,Yellow Cladophora,F,17,294,426,451,1227,0.055,28.3,~302,0.84,0.168,0.769,0.119,1.557,509,1153,0.559,
7/23/14,17:16:53,1,E,,Yellow Cladophora,FO,17,34,706,1492,1,0.527,0.2,-,0.84,-,-,-,-,706,1492,0.527,
7/23/14,17:17:13,1,E,,Yellow Cladophora,F,17,35,733,1195,38,0.387,6.2,~632,0.84,0.821,0.284,0.708,0.249,706,1492,0.527,
7/23/14,17:17:32,1,E,,Yellow Cladophora,F,17,36,671,934,101,0.282,12,~550,0.84,0.685,0.511,0.561,0.597,706,1492,0.527,
7/23/14,17:17:52,1,E,,Yellow Cladophora,F,17,37,640,810,205,0.21,18.1,~505,0.84,0.557,0.612,0.44,0.842,706,1492,0.527,
7/23/14,17:18:11,1,E,,Yellow Cladophora,F,17,38,616,732,331,0.158,22,~473,0.84,0.448,0.67,0.344,1.038,706,1492,0.527,
7/23/14,17:18:31,1,E,,Yellow Cladophora,F,17,39,603,688,476,0.124,24.8,~455,0.84,0.365,0.704,0.275,1.169,706,1492,0.527,
7/23/14,17:18:51,1,E,,Yellow Cladophora,F,17,40,587,651,638,0.098,26.3,~438,0.84,0.3,0.729,0.224,1.292,706,1492,0.527,
7/23/14,17:19:10,1,E,,Yellow Cladophora,F,17,41,576,617,926,0.066,25.7,~422,0.84,0.21,0.752,0.154,1.418,706,1492,0.527,
7/23/14,17:19:30,1,E,,Yellow Cladophora,F,17,42,559,590,1227,0.053,27.3,~410,0.84,0.172,0.771,0.126,1.529,706,1492,0.527,
7/23/14,18:33:14,3,F,,Yellow Cladophora,FO,17,174,409,905,1,0.548,0.2,-,0.84,-,-,-,-,409,905,0.548,
7/23/14,18:33:34,3,F,,Yellow Cladophora,F,17,175,449,805,38,0.442,7.1,~387,0.84,0.852,0.157,0.734,0.124,409,905,0.548,
7/23/14,18:33:54,3,F,,Yellow Cladophora,F,17,176,430,665,101,0.353,15,~352,0.84,0.751,0.369,0.615,0.361,409,905,0.548,
7/23/14,18:34:13,3,F,,Yellow Cladophora,F,17,177,434,594,205,0.269,23.2,~331,0.84,0.608,0.47,0.464,0.524,409,905,0.548,
7/23/14,18:34:33,3,F,,Yellow Cladophora,F,17,178,428,539,331,0.206,28.6,~313,0.84,0.491,0.544,0.359,0.679,409,905,0.548,
7/23/14,18:34:52,3,F,,Yellow Cladophora,F,17,179,417,500,476,0.166,33.2,~299,0.84,0.413,0.595,0.296,0.81,409,905,0.548,
7/23/14,18:35:12,3,F,,Yellow Cladophora,F,17,180,420,481,638,0.127,34,~292,0.84,0.323,0.619,0.225,0.881,409,905,0.548,
7/23/14,18:35:32,3,F,,Yellow Cladophora,F,17,181,424,471,926,0.1,38.9,~289,0.84,0.258,0.633,0.176,0.921,409,905,0.548,
7/23/14,18:35:51,3,F,,Yellow Cladophora,F,17,182,427,461,1227,0.074,38.1,~285,0.84,0.193,0.645,0.129,0.963,409,905,0.548,
7/23/14,20:41:26,6,G,,Yellow Cladophora,FO,17,390,659,1821,1,0.638,0.3,-,0.84,-,-,-,-,659,1821,0.638,
7/23/14,20:41:46,6,G,,Yellow Cladophora,F,17,391,825,1394,101,0.408,17.3,~593,0.84,0.71,0.311,0.51,0.306,659,1821,0.638,
7/23/14,20:42:05,6,G,,Yellow Cladophora,F,17,392,753,1135,205,0.337,29,~541,0.84,0.643,0.489,0.462,0.604,659,1821,0.638,
7/23/14,20:42:25,6,G,,Yellow Cladophora,F,17,393,705,957,331,0.263,36.6,~497,0.84,0.548,0.604,0.386,0.903,659,1821,0.638,
7/23/14,20:42:44,6,G,,Yellow Cladophora,F,17,394,673,871,476,0.227,45.4,~472,0.84,0.496,0.657,0.348,1.091,659,1821,0.638,
7/23/14,20:43:04,6,G,,Yellow Cladophora,F,17,395,656,802,638,0.182,48.8,~451,0.84,0.416,0.698,0.286,1.271,659,1821,0.638,
7/23/14,20:43:24,6,G,,Yellow Cladophora,F,17,396,644,751,926,0.142,55.2,~435,0.84,0.339,0.728,0.229,1.425,659,1821,0.638,
7/23/14,20:43:43,6,G,,Yellow Cladophora,F,17,397,634,712,1227,0.11,56.7,~421,0.84,0.268,0.75,0.178,1.558,659,1821,0.638,
7/23/14,20:44:03,6,G,,Yellow Cladophora,F,17,398,628,680,1843,0.076,58.8,~410,0.84,0.193,0.768,0.126,1.678,659,1821,0.638,
